season,position_group,metric,value,shot_type
2026,G,attempts,2.3051275932902864,3p
2026,G-F,attempts,2.967088861938986,3p
2026,Unknown,attempts,,3p
2001,Forward,makes,0.1748080031232766,3p
2001,Forward-Center,makes,0.0,3p
2001,Forward-Guard,makes,0.5256410256410257,3p
2001,Guard,makes,0.5250201096717491,3p
2001,Guard-Forward,makes,1.8048780487804879,3p
2001,Unknown,makes,0.1388888888888889,3p
2002,Center,makes,0.0025974025974025974,3p
2002,Center-Forward,makes,0.012195121951219513,3p
2002,Forward,makes,0.5702559656400475,3p
2002,Forward-Center,makes,0.036585365853658534,3p
2002,Forward-Guard,makes,0.7692307692307693,3p
2002,Guard,makes,0.6341630591630592,3p
2002,Guard-Forward,makes,0.4935064935064935,3p
2002,Unknown,makes,0.22058823529411764,3p
2003,Center,makes,0.006097560975609756,3p
2003,Center-Forward,makes,0.0,3p
2003,Forward,makes,0.30615202959835724,3p
2003,Forward-Center,makes,0.024390243902439025,3p
2003,Forward-Guard,makes,0.05660377358490566,3p
2003,Guard,makes,0.7622931442080377,3p
2004,Center,makes,0.0,3p
2004,Center-Forward,makes,0.039473684210526314,3p
2004,Forward,makes,0.4095970937858866,3p
2004,Forward-Center,makes,0.12244897959183673,3p
2004,Forward-Guard,makes,0.29850746268656714,3p
2004,Guard,makes,0.7322113142952745,3p
2004,Guard-Forward,makes,0.5791572741460032,3p
2004,Unknown,makes,0.1836734693877551,3p
2005,Center,makes,0.003389830508474576,3p
2005,Center-Forward,makes,0.0,3p
2005,Forward,makes,0.12592030432683723,3p
2005,Forward-Center,makes,0.0,3p
2005,Forward-Guard,makes,0.1625,3p
2005,Guard,makes,0.7506967211342451,3p
2005,Guard-Forward,makes,0.3645074437757364,3p
2006,Center,makes,0.0,3p
2006,Center-Forward,makes,0.0,3p
2006,Forward,makes,0.2880869641516733,3p
2006,Forward-Center,makes,0.046153846153846156,3p
2006,Forward-Guard,makes,0.20512820512820515,3p
2006,Guard,makes,0.8875491830868119,3p
2006,Guard-Forward,makes,0.582089552238806,3p
2007,Center-Forward,makes,0.52105096549541,3p
2007,Forward,makes,0.2233349142718769,3p
2007,Forward-Center,makes,0.0,3p
2007,Forward-Guard,makes,0.6666666666666666,3p
2007,Guard,makes,0.46083781520765404,3p
2008,Center,makes,0.0,3p
2008,Center-Forward,makes,0.0,3p
2008,Forward,makes,0.287860033883233,3p
2008,Forward-Center,makes,0.0,3p
2008,Guard,makes,0.4726708240059695,3p
2008,Guard-Forward,makes,0.08860759493670886,3p
2009,Center,makes,0.0,3p
2009,Center-Forward,makes,0.0,3p
2009,Forward,makes,0.3632154882154882,3p
2009,Forward-Center,makes,0.01666927124029796,3p
2009,Guard,makes,1.1467598517540445,3p
2009,Guard-Forward,makes,0.9124050632911392,3p
2009,Unknown,makes,0.0,3p
2010,Center,makes,0.0,3p
2010,Center-Forward,makes,0.0,3p
2010,Forward,makes,0.3715427317014004,3p
2010,Forward-Center,makes,0.0,3p
2010,Forward-Guard,makes,0.1375,3p
2010,Guard,makes,0.8388458142981781,3p
2010,Guard-Forward,makes,0.6840412251371156,3p
2011,Center,makes,0.037037037037037035,3p
2011,Center-Forward,makes,0.0,3p
2011,Forward,makes,0.20707070707070707,3p
2011,Forward-Center,makes,0.0,3p
2011,Forward-Guard,makes,0.6782145236508994,3p
2011,Guard,makes,0.44390767579173374,3p
2011,Guard-Forward,makes,0.6141338336460288,3p
2012,Center,makes,0.0,3p
2012,Center-Forward,makes,0.0,3p
2012,Forward,makes,0.4938559704184704,3p
2012,Guard,makes,0.8956217259558773,3p
2013,Center-Forward,makes,0.0,3p
2013,Forward,makes,0.2761240462389888,3p
2013,Forward-Center,makes,0.014492753623188406,3p
2013,Forward-Guard,makes,0.42105263157894735,3p
2013,Guard,makes,0.8229095671996316,3p
2014,Forward,makes,0.5320089515004769,3p
2014,Forward-Center,makes,0.2857142857142857,3p
2014,Guard,makes,0.7985546893431256,3p
2014,Guard-Forward,makes,0.8274691358024692,3p
2015,Center,makes,0.0,3p
2015,Forward,makes,0.3464264774859287,3p
2015,Forward-Guard,makes,0.09090909090909091,3p
2015,Guard,makes,0.6821692127132905,3p
2015,Guard-Forward,makes,0.6935483870967742,3p
2016,Center,makes,0.0,3p
2016,Center-Forward,makes,0.1449071943549624,3p
2016,Forward,makes,0.25685681530676785,3p
2016,Forward-Center,makes,0.654835390946502,3p
2016,Forward-Guard,makes,0.6303428436773331,3p
2016,Guard,makes,0.7374982005786959,3p
2016,Guard-Forward,makes,1.4918032786885247,3p
2017,Center,makes,0.0,3p
2017,Forward,makes,0.7747504373777915,3p
2017,Forward-Center,makes,0.4039222635713864,3p
2017,Guard,makes,0.9494587261935488,3p
2017,Guard-Forward,makes,0.44689902012556476,3p
2018,Center,makes,0.06944444444444445,3p
2018,Center-Forward,makes,0.0,3p
2018,Forward,makes,0.5622713566234541,3p
2018,Forward-Center,makes,1.1742845786963434,3p
2018,Forward-Guard,makes,1.1494932432432432,3p
2018,Guard,makes,1.161912018323309,3p
2018,Guard-Forward,makes,0.671685241519572,3p
2019,Center,makes,0.22340425531914893,3p
2019,Center-Forward,makes,0.06818181818181818,3p
2019,Forward,makes,0.7801558391524498,3p
2019,Forward-Center,makes,0.6954691259021653,3p
2019,Forward-Guard,makes,1.1291214027063086,3p
2019,Guard,makes,0.9731482973330394,3p
2019,Guard-Forward,makes,1.027155413252974,3p
2020,Center-Forward,makes,0.08188657407407407,3p
2020,Forward,makes,0.6394969338638952,3p
2020,Forward-Center,makes,0.0,3p
2020,Forward-Guard,makes,1.1404967159277504,3p
2020,Guard,makes,1.5178995297573359,3p
2020,Guard-Forward,makes,0.7183004239400778,3p
2021,Forward,makes,0.9029160626843498,3p
2021,Forward-Center,makes,0.2934173669467787,3p
2021,Forward-Guard,makes,0.9253731343283582,3p
2021,Guard,makes,1.2960620957901683,3p
2021,Guard-Forward,makes,1.684782608695652,3p
2022,Center,makes,0.1996527777777778,3p
2022,Forward,makes,1.0462407500251127,3p
2022,Forward-Center,makes,0.5365853658536586,3p
2022,Forward-Guard,makes,0.7837837837837838,3p
2022,Guard,makes,1.15581807755876,3p
2023,Center,makes,0.0045045045045045045,3p
2023,Forward,makes,1.1063632746818695,3p
2023,Guard,makes,0.9322661920483134,3p
2023,Guard-Forward,makes,1.1606837606837608,3p
2024,Center,makes,0.0,3p
2024,Forward,makes,0.8847372782749413,3p
2024,Forward-Center,makes,1.1622780159216166,3p
2024,Guard,makes,1.1202893363413273,3p
2024,Guard-Forward,makes,0.39343810311552246,3p
2025,Center,makes,0.7718944797502899,3p
2025,Forward,makes,1.1046854194821432,3p
2025,Guard,makes,1.0857200606766955,3p
2025,Guard-Forward,makes,0.425531914893617,3p
2026,C,makes,0.039473684210526314,3p
2026,F,makes,0.286503195248658,3p
2026,F-C,makes,0.3277777777777778,3p
2026,F-G,makes,0.9042016806722689,3p
2026,G,makes,0.7681698382645087,3p
2026,G-F,makes,1.1471521345873386,3p
2026,Unknown,makes,,3p
2001,Forward,pct,0.36875,3p
2001,Forward-Center,pct,0.0,3p
2001,Forward-Guard,pct,0.323,3p
2001,Guard,pct,0.3511666666666667,3p
2001,Guard-Forward,pct,0.407,3p
2001,Unknown,pct,0.256,3p
2002,Center,pct,0.1,3p
2002,Center-Forward,pct,0.2,3p
2002,Forward,pct,0.24420000000000003,3p
2002,Forward-Center,pct,0.333,3p
2002,Forward-Guard,pct,0.364,3p
2002,Guard,pct,0.28875,3p
2002,Guard-Forward,pct,0.292,3p
2002,Unknown,pct,0.192,3p
2003,Center,pct,0.25,3p
2003,Center-Forward,pct,0.0,3p
2003,Forward,pct,0.20199999999999999,3p
2003,Forward-Center,pct,0.2,3p
2003,Forward-Guard,pct,0.333,3p
2003,Guard,pct,0.3056666666666667,3p
2004,Center,pct,0.0,3p
2004,Center-Forward,pct,0.1155,3p
2004,Forward,pct,0.2678333333333333,3p
2004,Forward-Center,pct,0.188,3p
2004,Forward-Guard,pct,0.303,3p
2004,Guard,pct,0.3315714285714286,3p
2004,Guard-Forward,pct,0.3145,3p
2004,Unknown,pct,0.281,3p
2005,Center,pct,0.0666,3p
2005,Center-Forward,pct,0.0,3p
2005,Forward,pct,0.20060000000000003,3p
2005,Forward-Center,pct,0.0,3p
2005,Forward-Guard,pct,0.232,3p
2005,Guard,pct,0.335375,3p
2005,Guard-Forward,pct,0.359,3p
2006,Center,pct,0.0,3p
2006,Center-Forward,pct,0.0,3p
2006,Forward,pct,0.2476,3p
2006,Forward-Center,pct,0.333,3p
2006,Forward-Guard,pct,0.195,3p
2006,Guard,pct,0.3456666666666666,3p
2006,Guard-Forward,pct,0.285,3p
2007,Center-Forward,pct,0.291,3p
2007,Forward,pct,0.18644444444444444,3p
2007,Forward-Center,pct,0.0,3p
2007,Forward-Guard,pct,0.364,3p
2007,Guard,pct,0.29183333333333333,3p
2008,Center,pct,0.0,3p
2008,Center-Forward,pct,0.0,3p
2008,Forward,pct,0.3048571428571428,3p
2008,Forward-Center,pct,0.0,3p
2008,Guard,pct,0.2692,3p
2008,Guard-Forward,pct,0.194,3p
2009,Center,pct,0.0,3p
2009,Center-Forward,pct,0.0,3p
2009,Forward,pct,0.193,3p
2009,Forward-Center,pct,0.11833333333333333,3p
2009,Guard,pct,0.3537142857142857,3p
2009,Guard-Forward,pct,0.371,3p
2009,Unknown,pct,0.0,3p
2010,Center,pct,0.0,3p
2010,Center-Forward,pct,0.0,3p
2010,Forward,pct,0.257875,3p
2010,Forward-Center,pct,0.0,3p
2010,Forward-Guard,pct,0.196,3p
2010,Guard,pct,0.35028571428571426,3p
2010,Guard-Forward,pct,0.3113333333333333,3p
2011,Center,pct,0.167,3p
2011,Center-Forward,pct,0.0,3p
2011,Forward,pct,0.16875,3p
2011,Forward-Center,pct,0.0,3p
2011,Forward-Guard,pct,0.237,3p
2011,Guard,pct,0.28600000000000003,3p
2011,Guard-Forward,pct,0.35550000000000004,3p
2012,Center,pct,0.0,3p
2012,Center-Forward,pct,0.0,3p
2012,Forward,pct,0.26466666666666666,3p
2012,Guard,pct,0.31966666666666665,3p
2013,Center-Forward,pct,0.0,3p
2013,Forward,pct,0.25742857142857145,3p
2013,Forward-Center,pct,0.143,3p
2013,Forward-Guard,pct,0.274,3p
2013,Guard,pct,0.307875,3p
2014,Forward,pct,0.31,3p
2014,Forward-Center,pct,0.1755,3p
2014,Guard,pct,0.2955,3p
2014,Guard-Forward,pct,0.2585,3p
2015,Center,pct,0.0,3p
2015,Forward,pct,0.24325,3p
2015,Forward-Guard,pct,0.273,3p
2015,Guard,pct,0.309375,3p
2015,Guard-Forward,pct,0.287,3p
2016,Center,pct,0.0,3p
2016,Center-Forward,pct,0.24066666666666667,3p
2016,Forward,pct,0.21825,3p
2016,Forward-Center,pct,0.22333333333333336,3p
2016,Forward-Guard,pct,0.29925,3p
2016,Guard,pct,0.306,3p
2016,Guard-Forward,pct,0.337,3p
2017,Center,pct,0.0,3p
2017,Forward,pct,0.316,3p
2017,Forward-Center,pct,0.35800000000000004,3p
2017,Guard,pct,0.3408333333333333,3p
2017,Guard-Forward,pct,0.23666666666666666,3p
2018,Center,pct,0.333,3p
2018,Center-Forward,pct,0.0,3p
2018,Forward,pct,0.2312857142857143,3p
2018,Forward-Center,pct,0.351,3p
2018,Forward-Guard,pct,0.40249999999999997,3p
2018,Guard,pct,0.34863636363636363,3p
2018,Guard-Forward,pct,0.30674999999999997,3p
2019,Center,pct,0.15,3p
2019,Center-Forward,pct,0.094,3p
2019,Forward,pct,0.317,3p
2019,Forward-Center,pct,0.3225,3p
2019,Forward-Guard,pct,0.3006666666666667,3p
2019,Guard,pct,0.326,3p
2019,Guard-Forward,pct,0.326,3p
2020,Center-Forward,pct,0.22,3p
2020,Forward,pct,0.2967142857142857,3p
2020,Forward-Center,pct,0.0,3p
2020,Forward-Guard,pct,0.311,3p
2020,Guard,pct,0.34299999999999997,3p
2020,Guard-Forward,pct,0.3242,3p
2021,Forward,pct,0.33525,3p
2021,Forward-Center,pct,0.24666666666666667,3p
2021,Forward-Guard,pct,0.29,3p
2021,Guard,pct,0.3452727272727273,3p
2021,Guard-Forward,pct,0.375,3p
2022,Center,pct,0.196,3p
2022,Forward,pct,0.349375,3p
2022,Forward-Center,pct,0.423,3p
2022,Forward-Guard,pct,0.301,3p
2022,Guard,pct,0.31825,3p
2023,Center,pct,0.111,3p
2023,Forward,pct,0.32875,3p
2023,Guard,pct,0.352125,3p
2023,Guard-Forward,pct,0.34299999999999997,3p
2024,Center,pct,0.0,3p
2024,Forward,pct,0.29275,3p
2024,Forward-Center,pct,0.34450000000000003,3p
2024,Guard,pct,0.35444444444444445,3p
2024,Guard-Forward,pct,0.22766666666666668,3p
2025,Center,pct,0.28757142857142853,3p
2025,Forward,pct,0.26949999999999996,3p
2025,Guard,pct,0.3303,3p
2025,Guard-Forward,pct,0.345,3p
2026,C,pct,0.04533333333333334,3p
2026,F,pct,0.23457142857142857,3p
2026,F-C,pct,0.1948,3p
2026,F-G,pct,0.298,3p
2026,G,pct,0.30813636363636365,3p
2026,G-F,pct,0.3333333333333333,3p
2026,Unknown,pct,,3p
2001,Forward,attempts,2.0923299534238646,ft
2001,Forward-Center,attempts,1.7625,ft
2001,Forward-Guard,attempts,1.1153846153846154,ft
2001,Guard,attempts,1.1816150948323079,ft
2001,Guard-Forward,attempts,1.5609756097560976,ft
2001,Unknown,attempts,2.236111111111111,ft
2002,Center,attempts,2.123185976925015,ft
2002,Center-Forward,attempts,5.817073170731708,ft
2002,Forward,attempts,2.002513910316927,ft
2002,Forward-Center,attempts,1.9024390243902438,ft
2002,Forward-Guard,attempts,1.4615384615384615,ft
2002,Guard,attempts,2.076424963924964,ft
2002,Guard-Forward,attempts,0.6883116883116883,ft
2002,Unknown,attempts,0.4117647058823529,ft
2003,Center,attempts,2.833623693379791,ft
2003,Center-Forward,attempts,2.8427884615384618,ft
2003,Forward,attempts,2.196731773890773,ft
2003,Forward-Center,attempts,5.902439024390244,ft
2003,Forward-Guard,attempts,0.37735849056603776,ft
2003,Guard,attempts,1.951184521587657,ft
2004,Center,attempts,1.7317073170731707,ft
2004,Center-Forward,attempts,1.0118421052631579,ft
2004,Forward,attempts,3.2005159181680365,ft
2004,Forward-Center,attempts,1.0816326530612246,ft
2004,Forward-Guard,attempts,2.0597014925373136,ft
2004,Guard,attempts,2.002492334019993,ft
2004,Guard-Forward,attempts,1.2371250216750478,ft
2004,Unknown,attempts,1.2244897959183674,ft
2005,Center,attempts,2.196370876124362,ft
2005,Center-Forward,attempts,5.036585365853658,ft
2005,Forward,attempts,2.3785509892079504,ft
2005,Forward-Center,attempts,1.6304347826086956,ft
2005,Forward-Guard,attempts,2.8875,ft
2005,Guard,attempts,1.6358622752582033,ft
2005,Guard-Forward,attempts,2.267500791891036,ft
2006,Center,attempts,2.3658536585365852,ft
2006,Center-Forward,attempts,2.782608695652174,ft
2006,Forward,attempts,2.343549169412051,ft
2006,Forward-Center,attempts,3.523076923076923,ft
2006,Forward-Guard,attempts,1.2307692307692308,ft
2006,Guard,attempts,2.292714556687027,ft
2006,Guard-Forward,attempts,1.507462686567164,ft
2007,Center-Forward,attempts,1.9292633292633292,ft
2007,Forward,attempts,1.693988518458505,ft
2007,Forward-Center,attempts,1.1964285714285714,ft
2007,Forward-Guard,attempts,2.6794871794871793,ft
2007,Guard,attempts,1.8751055974342623,ft
2008,Center,attempts,1.6229508196721312,ft
2008,Center-Forward,attempts,2.617283950617284,ft
2008,Forward,attempts,2.6197357524333604,ft
2008,Forward-Center,attempts,1.8320570029293892,ft
2008,Guard,attempts,1.4767998538078486,ft
2008,Guard-Forward,attempts,1.3924050632911393,ft
2009,Center,attempts,1.9454261901109577,ft
2009,Center-Forward,attempts,2.16,ft
2009,Forward,attempts,1.9659553745989347,ft
2009,Forward-Center,attempts,3.1022797007154317,ft
2009,Guard,attempts,3.2900699388794625,ft
2009,Guard-Forward,attempts,0.7691139240506328,ft
2009,Unknown,attempts,2.238095238095238,ft
2010,Center,attempts,1.3676470588235294,ft
2010,Center-Forward,attempts,1.9634146341463414,ft
2010,Forward,attempts,1.5009791617235173,ft
2010,Forward-Center,attempts,1.446808510638298,ft
2010,Forward-Guard,attempts,2.1875,ft
2010,Guard,attempts,2.1894315858690385,ft
2010,Guard-Forward,attempts,2.263430633293647,ft
2011,Center,attempts,4.962962962962963,ft
2011,Center-Forward,attempts,1.5363395225464191,ft
2011,Forward,attempts,1.4390205473538806,ft
2011,Forward-Center,attempts,1.426772030651341,ft
2011,Forward-Guard,attempts,1.2664890073284476,ft
2011,Guard,attempts,3.6688137412775097,ft
2011,Guard-Forward,attempts,1.6976235146966854,ft
2012,Center,attempts,1.9303751803751803,ft
2012,Center-Forward,attempts,3.2,ft
2012,Forward,attempts,1.4346234905445432,ft
2012,Guard,attempts,1.9502552865923437,ft
2013,Center-Forward,attempts,0.7894736842105263,ft
2013,Forward,attempts,1.4219542167982233,ft
2013,Forward-Center,attempts,2.281480370474936,ft
2013,Forward-Guard,attempts,1.6842105263157894,ft
2013,Guard,attempts,1.8238518088178926,ft
2014,Forward,attempts,2.0794784311733463,ft
2014,Forward-Center,attempts,2.0909407665505224,ft
2014,Guard,attempts,2.1053373229869816,ft
2014,Guard-Forward,attempts,0.9151234567901234,ft
2015,Center,attempts,2.129032258064516,ft
2015,Forward,attempts,2.6411643996247656,ft
2015,Forward-Guard,attempts,0.42424242424242425,ft
2015,Guard,attempts,1.5493895217137763,ft
2015,Guard-Forward,attempts,2.1451612903225805,ft
2016,Center,attempts,1.893939393939394,ft
2016,Center-Forward,attempts,3.010234187247533,ft
2016,Forward,attempts,1.4591982043713543,ft
2016,Forward-Center,attempts,2.113327002215891,ft
2016,Forward-Guard,attempts,1.1452011444425179,ft
2016,Guard,attempts,1.492645083589356,ft
2016,Guard-Forward,attempts,1.2950819672131149,ft
2017,Center,attempts,1.2894736842105263,ft
2017,Forward,attempts,1.9417562472517707,ft
2017,Forward-Center,attempts,1.3097446196861402,ft
2017,Guard,attempts,1.1492876874820188,ft
2017,Guard-Forward,attempts,1.264468305658237,ft
2018,Center,attempts,2.0416666666666665,ft
2018,Center-Forward,attempts,2.5942028985507246,ft
2018,Forward,attempts,0.9463193478234696,ft
2018,Forward-Center,attempts,2.4773449920508748,ft
2018,Forward-Guard,attempts,2.031418918918919,ft
2018,Guard,attempts,1.740305398481415,ft
2018,Guard-Forward,attempts,1.6409773562327636,ft
2019,Center,attempts,2.0011986814504046,ft
2019,Center-Forward,attempts,2.2954545454545454,ft
2019,Forward,attempts,1.5892544594673703,ft
2019,Forward-Center,attempts,2.3145549318364074,ft
2019,Forward-Guard,attempts,2.8288466425258876,ft
2019,Guard,attempts,1.818018744674549,ft
2019,Guard-Forward,attempts,0.868173085977964,ft
2020,Center-Forward,attempts,1.7899305555555556,ft
2020,Forward,attempts,2.0104519638676903,ft
2020,Forward-Center,attempts,1.3953488372093024,ft
2020,Forward-Guard,attempts,2.4776272577996714,ft
2020,Guard,attempts,2.0825174086699985,ft
2020,Guard-Forward,attempts,1.1365155411072012,ft
2021,Forward,attempts,0.9568843166526039,ft
2021,Forward-Center,attempts,0.9500280112044818,ft
2021,Forward-Guard,attempts,2.343283582089552,ft
2021,Guard,attempts,1.5111935042777171,ft
2021,Guard-Forward,attempts,1.3543478260869566,ft
2022,Center,attempts,2.215740802109108,ft
2022,Forward,attempts,1.4041684709041984,ft
2022,Forward-Center,attempts,0.5365853658536586,ft
2022,Forward-Guard,attempts,2.9054054054054053,ft
2022,Guard,attempts,1.6582504053165352,ft
2023,Center,attempts,2.2492487280755245,ft
2023,Forward,attempts,1.6815753207864697,ft
2023,Guard,attempts,1.5506168201639086,ft
2023,Guard-Forward,attempts,3.0646153846153847,ft
2024,Center,attempts,1.4727272727272727,ft
2024,Forward,attempts,1.344028978161866,ft
2024,Forward-Center,attempts,3.2366809552969995,ft
2024,Guard,attempts,1.5304268531384304,ft
2024,Guard-Forward,attempts,1.6766381766381766,ft
2025,Center,attempts,1.7727902284700303,ft
2025,Forward,attempts,1.2978952669134012,ft
2025,Guard,attempts,1.51795516986561,ft
2025,Guard-Forward,attempts,0.5106382978723404,ft
2026,C,attempts,0.8236336032388664,ft
2026,F,attempts,0.8689909039840982,ft
2026,F-C,attempts,1.1787106655527708,ft
2026,F-G,attempts,2.6176470588235294,ft
2026,G,attempts,0.9689940201984382,ft
2026,G-F,attempts,1.1804002656831143,ft
2026,Unknown,attempts,,ft
2001,Forward,makes,1.2460840281531715,ft
2001,Forward-Center,makes,1.0625,ft
2001,Forward-Guard,makes,0.8205128205128205,ft
2001,Guard,makes,0.9047417427745296,ft
2001,Guard-Forward,makes,1.1097560975609757,ft
2001,Unknown,makes,1.625,ft
2002,Center,makes,1.4132370667688234,ft
2002,Center-Forward,makes,4.121951219512195,ft
2002,Forward,makes,1.393367637955812,ft
2002,Forward-Center,makes,1.475609756097561,ft
2002,Forward-Guard,makes,1.1153846153846154,ft
2002,Guard,makes,1.4506493506493507,ft
2002,Guard-Forward,makes,0.5324675324675324,ft
2002,Unknown,makes,0.2647058823529412,ft
2003,Center,makes,2.131284221005475,ft
2003,Center-Forward,makes,1.73125,ft
2003,Forward,makes,1.6710322439943102,ft
2003,Forward-Center,makes,3.902439024390244,ft
2003,Forward-Guard,makes,0.1320754716981132,ft
2003,Guard,makes,1.4357546348139854,ft
2004,Center,makes,1.2073170731707317,ft
2004,Center-Forward,makes,0.6684210526315789,ft
2004,Forward,makes,2.39912010161434,ft
2004,Forward-Center,makes,0.7142857142857143,ft
2004,Forward-Guard,makes,1.4477611940298507,ft
2004,Guard,makes,1.5415321499029455,ft
2004,Guard-Forward,makes,0.8565978845153459,ft
2004,Unknown,makes,0.7755102040816326,ft
2005,Center,makes,1.3263292030916898,ft
2005,Center-Forward,makes,3.3780487804878048,ft
2005,Forward,makes,1.5196782989253017,ft
2005,Forward-Center,makes,1.0434782608695652,ft
2005,Forward-Guard,makes,2.375,ft
2005,Guard,makes,1.2486999114507886,ft
2005,Guard-Forward,makes,1.6784922394678492,ft
2006,Center,makes,1.4878048780487805,ft
2006,Center-Forward,makes,2.130434782608696,ft
2006,Forward,makes,1.7889093716420632,ft
2006,Forward-Center,makes,2.9076923076923076,ft
2006,Forward-Guard,makes,0.8782051282051282,ft
2006,Guard,makes,1.8014881626920776,ft
2006,Guard-Forward,makes,1.164179104477612,ft
2007,Center-Forward,makes,1.4918283362727809,ft
2007,Forward,makes,1.1075432024941982,ft
2007,Forward-Center,makes,0.7142857142857143,ft
2007,Forward-Guard,makes,1.9487179487179487,ft
2007,Guard,makes,1.4279858659277356,ft
2008,Center,makes,0.9180327868852459,ft
2008,Center-Forward,makes,1.9135802469135803,ft
2008,Forward,makes,2.0650144036206295,ft
2008,Forward-Center,makes,1.2103087225653917,ft
2008,Guard,makes,1.1039922944553582,ft
2008,Guard-Forward,makes,1.1139240506329113,ft
2009,Center,makes,1.2244490463772564,ft
2009,Center-Forward,makes,1.4266666666666667,ft
2009,Forward,makes,1.5036944109472992,ft
2009,Forward-Center,makes,2.325792775039799,ft
2009,Guard,makes,2.7486398189069505,ft
2009,Guard-Forward,makes,0.5724894514767932,ft
2009,Unknown,makes,1.6031746031746033,ft
2010,Center,makes,0.7941176470588235,ft
2010,Center-Forward,makes,1.0731707317073171,ft
2010,Forward,makes,1.0266872170317622,ft
2010,Forward-Center,makes,0.9787234042553191,ft
2010,Forward-Guard,makes,1.7,ft
2010,Guard,makes,1.7462591796188769,ft
2010,Guard-Forward,makes,1.7383978274389233,ft
2011,Center,makes,3.4074074074074074,ft
2011,Center-Forward,makes,0.9082228116710875,ft
2011,Forward,makes,0.9665263748597082,ft
2011,Forward-Center,makes,0.8861590038314177,ft
2011,Forward-Guard,makes,0.83927381745503,ft
2011,Guard,makes,2.792270531400966,ft
2011,Guard-Forward,makes,1.3364602876797997,ft
2012,Center,makes,1.077922077922078,ft
2012,Center-Forward,makes,1.7666666666666666,ft
2012,Forward,makes,0.9811262689552164,ft
2012,Guard,makes,1.569142414122816,ft
2013,Center-Forward,makes,0.5263157894736842,ft
2013,Forward,makes,1.0303301515124175,ft
2013,Forward-Center,makes,1.7475149397703744,ft
2013,Forward-Guard,makes,0.9605263157894737,ft
2013,Guard,makes,1.3574669014533023,ft
2014,Forward,makes,1.5009228060075517,ft
2014,Forward-Center,makes,1.5973867595818816,ft
2014,Guard,makes,1.5708548957488662,ft
2014,Guard-Forward,makes,0.741820987654321,ft
2015,Center,makes,1.3548387096774193,ft
2015,Forward,makes,1.8396048311444653,ft
2015,Forward-Guard,makes,0.2727272727272727,ft
2015,Guard,makes,1.134558949244171,ft
2015,Guard-Forward,makes,1.6129032258064515,ft
2016,Center,makes,1.2272727272727273,ft
2016,Center-Forward,makes,2.231870941350923,ft
2016,Forward,makes,1.0383400537634409,ft
2016,Forward-Center,makes,1.580128205128205,ft
2016,Forward-Guard,makes,0.8854461502892229,ft
2016,Guard,makes,1.1256370615503741,ft
2016,Guard-Forward,makes,1.098360655737705,ft
2017,Center,makes,0.8421052631578947,ft
2017,Forward,makes,1.2553795129435759,ft
2017,Forward-Center,makes,0.8934569870242385,ft
2017,Guard,makes,0.9405114288783697,ft
2017,Guard-Forward,makes,0.923125819006826,ft
2018,Center,makes,1.5833333333333333,ft
2018,Center-Forward,makes,1.8695652173913044,ft
2018,Forward,makes,0.6718353272540699,ft
2018,Forward-Center,makes,1.928060413354531,ft
2018,Forward-Guard,makes,1.5947635135135134,ft
2018,Guard,makes,1.273444678446714,ft
2018,Guard-Forward,makes,1.1442859500268612,ft
2019,Center,makes,1.386574767755469,ft
2019,Center-Forward,makes,1.625,ft
2019,Forward,makes,1.1413827090408828,ft
2019,Forward-Center,makes,1.8017241379310345,ft
2019,Forward-Guard,makes,2.0087986786099994,ft
2019,Guard,makes,1.421916659640691,ft
2019,Guard-Forward,makes,0.6497564114637285,ft
2020,Center-Forward,makes,1.1831597222222223,ft
2020,Forward,makes,1.4841093550968876,ft
2020,Forward-Center,makes,0.7441860465116279,ft
2020,Forward-Guard,makes,1.7141146688560482,ft
2020,Guard,makes,1.6640985501011014,ft
2020,Guard-Forward,makes,0.7055758812391385,ft
2021,Forward,makes,0.6764005178021534,ft
2021,Forward-Center,makes,0.6489635854341737,ft
2021,Forward-Guard,makes,1.7014925373134329,ft
2021,Guard,makes,1.1594725791228073,ft
2021,Guard-Forward,makes,1.1248447204968943,ft
2022,Center,makes,1.4386598621420996,ft
2022,Forward,makes,1.123945985759692,ft
2022,Forward-Center,makes,0.43902439024390244,ft
2022,Forward-Guard,makes,2.135135135135135,ft
2022,Guard,makes,1.2981139763412857,ft
2023,Center,makes,1.3663611546291172,ft
2023,Forward,makes,1.2500619877907841,ft
2023,Guard,makes,1.1286116064679863,ft
2023,Guard-Forward,makes,2.513504273504273,ft
2024,Center,makes,0.7454545454545455,ft
2024,Forward,makes,0.9466645013183781,ft
2024,Forward-Center,makes,2.5128597672994486,ft
2024,Guard,makes,1.217477161175791,ft
2024,Guard-Forward,makes,1.1079470111728176,ft
2025,Center,makes,1.1729705690104892,ft
2025,Forward,makes,0.9515570126216619,ft
2025,Guard,makes,1.1592075628306233,ft
2025,Guard-Forward,makes,0.40425531914893614,ft
2026,C,makes,0.649017375168691,ft
2026,F,makes,0.5682828359212206,ft
2026,F-C,makes,0.8850181008075746,ft
2026,F-G,makes,2.194397759103641,ft
2026,G,makes,0.8019335689707359,ft
2026,G-F,makes,0.9344660341786779,ft
2026,Unknown,makes,,ft
2001,Forward,pct,0.62025,ft
2001,Forward-Center,pct,0.603,ft
2001,Forward-Guard,pct,0.736,ft
2001,Guard,pct,0.7643333333333334,ft
